text,label
"Fantastic, emails is boring today. Wow, incredible.",1
Our teacher thinks traffic is unexpected.,0
"Oh great, they started gym. Can't wait for more.",1
My friend thinks the movie is terrible.,0
"Perfect, vacations again. What a surprise.",1
"Perfect, coffee again. This is fine.",1
She really prefers work a lot.,0
"Fantastic, traffic is weird today. As always.",1
My friend prefer coffee.,0
I admire coffee.,0
I just started meetings.,0
My friend really dislikes the rain a lot.,0
Exactly what the driver wanted — emails. Everything's perfect.,1
"Fantastic, coffee is unexpected today. Everything's perfect.",1
That guy just admire work.,0
"Fantastic, work is unexpected today. Totally worth it.",1
"Perfect, Mondays again. That made my day.",1
He hate gym.,0
Exactly what that guy wanted — the movie. Everything's perfect.,1
"Yeah, i really finisheds gym. Can't wait for more.",1
My friend hate meetings.,0
"Fantastic, the movie is unexpected today. Totally worth it.",1
"Oh great, the boss enjoy vacations. Everything's perfect.",1
We really admires vacations a lot.,0
"Fantastic, vacations is great today. Can't wait for more.",1
Exactly what my friend wanted — gym. What a surprise.,1
Our teacher just lost vacations.,0
"Perfect, coffee again. Lucky me.",1
"Oh great, the driver love vacations. This is fine.",1
Exactly what the driver wanted — gym. Everything's perfect.,1
Our teacher dislike Mondays.,0
My friend just enjoy Mondays.,0
They dislike traffic.,0
Exactly what our teacher wanted — work. Everything's perfect.,1
"Fantastic, vacations is useless today. That made my day.",1
That guy had a amazing day with work.,0
"Yeah, he really loves Mondays. Wow, incredible.",1
The driver really hates the rain a lot.,0
"Yeah, my friend really loves traffic. Everything's perfect.",1
They really loves work a lot.,0
We thinks traffic is great.,0
Our teacher had a funny day with vacations.,0
She really admires the movie a lot.,0
The boss thinks traffic is useless.,0
The boss thinks traffic is boring.,0
He miss work.,0
That guy really losts vacations a lot.,0
Our teacher really prefers coffee a lot.,0
They love the movie.,0
"Fantastic, Mondays is weird today. Wow, incredible.",1
"Yeah, we really misss the movie. Can't wait for more.",1
He really enjoys the rain a lot.,0
Exactly what that guy wanted — the rain. Lucky me.,1
They dislike meetings.,0
They thinks coffee is weird.,0
"Perfect, traffic again. Can't wait for more.",1
"Fantastic, Mondays is amazing today. Everything's perfect.",1
"Fantastic, emails is terrible today. Lucky me.",1
My friend had a awesome day with Mondays.,0
They had a painful day with the movie.,0
"Yeah, our teacher really admires work. That made my day.",1
They prefer vacations.,0
He really hates meetings a lot.,0
My friend had a unexpected day with vacations.,0
Exactly what the boss wanted — gym. Totally worth it.,1
"Yeah, our teacher really loves the movie. This is fine.",1
The boss dislike Mondays.,0
Our teacher really enjoys vacations a lot.,0
He really prefers work a lot.,0
"Oh great, that guy love coffee. Can't wait for more.",1
"Yeah, our teacher really starteds traffic. That made my day.",1
"Fantastic, coffee is amazing today. That made my day.",1
The driver thinks gym is useless.,0
"Yeah, my friend really misss meetings. Lucky me.",1
The driver really enjoys the movie a lot.,0
"Fantastic, meetings is unexpected today. As always.",1
"Fantastic, meetings is awesome today. As always.",1
"Fantastic, coffee is useless today. Just what I needed.",1
"Yeah, our teacher really enjoys emails. This is fine.",1
"Fantastic, coffee is terrible today. Just what I needed.",1
My friend just miss gym.,0
"Oh great, i dislike coffee. This is fine.",1
"Yeah, the driver really hates coffee. This is fine.",1
Our teacher just lost coffee.,0
My friend thinks emails is terrible.,0
"Oh great, she hate work. Just what I needed.",1
"Fantastic, the rain is great today. Can't wait for more.",1
"Fantastic, traffic is funny today. Everything's perfect.",1
I had a unexpected day with the movie.,0
"Fantastic, traffic is unexpected today. As always.",1
"Oh great, the driver dislike traffic. Can't wait for more.",1
The boss just finished gym.,0
We really finisheds the rain a lot.,0
Exactly what they wanted — gym. Just what I needed.,1
We thinks emails is terrible.,0
"Perfect, gym again. Just what I needed.",1
The boss love the rain.,0
The driver just finished coffee.,0
Exactly what i wanted — gym. Everything's perfect.,1
The driver just hate meetings.,0
We just prefer traffic.,0
The boss really misss the movie a lot.,0
"Yeah, we really enjoys coffee. What a surprise.",1
They had a awesome day with coffee.,0
He lost the movie.,0
"Fantastic, traffic is terrible today. That made my day.",1
She enjoy the rain.,0
Our teacher admire emails.,0
Our teacher really enjoys the movie a lot.,0
"Yeah, she really losts the rain. Everything's perfect.",1
"Oh great, that guy enjoy traffic. What a surprise.",1
"Yeah, they really loves gym. Just what I needed.",1
"Perfect, vacations again. Just what I needed.",1
"Perfect, work again. That made my day.",1
We hate vacations.,0
"Oh great, we dislike vacations. Can't wait for more.",1
Exactly what she wanted — coffee. Everything's perfect.,1
"Fantastic, work is great today. That made my day.",1
She just enjoy emails.,0
"Yeah, that guy really prefers vacations. That made my day.",1
"Fantastic, vacations is great today. That made my day.",1
They thinks Mondays is amazing.,0
That guy thinks traffic is weird.,0
She thinks the movie is awesome.,0
That guy really losts coffee a lot.,0
"Oh great, they finished meetings. As always.",1
He had a amazing day with emails.,0
She had a awesome day with emails.,0
"Fantastic, gym is great today. Totally worth it.",1
"Yeah, that guy really dislikes vacations. This is fine.",1
"Oh great, the boss prefer the movie. This is fine.",1
"Yeah, the driver really hates meetings. Totally worth it.",1
"Yeah, he really admires emails. That made my day.",1
Exactly what she wanted — coffee. As always.,1
"Exactly what my friend wanted — traffic. Wow, incredible.",1
The driver really enjoys gym a lot.,0
I just lost the rain.,0
"Fantastic, meetings is weird today. Everything's perfect.",1
"Yeah, the driver really losts coffee. As always.",1
The boss thinks work is weird.,0
Exactly what the boss wanted — gym. As always.,1
"Oh great, our teacher lost Mondays. Everything's perfect.",1
The boss had a great day with gym.,0
"Yeah, we really enjoys vacations. This is fine.",1
Exactly what i wanted — coffee. Lucky me.,1
"Fantastic, the rain is amazing today. Lucky me.",1
"Fantastic, traffic is useless today. What a surprise.",1
The driver really starteds Mondays a lot.,0
That guy had a unexpected day with work.,0
We thinks work is terrible.,0
Exactly what they wanted — the movie. Just what I needed.,1
Exactly what that guy wanted — work. As always.,1
Exactly what they wanted — gym. This is fine.,1
The driver just miss the rain.,0
"Perfect, coffee again. Just what I needed.",1
My friend thinks the rain is funny.,0
"Fantastic, vacations is weird today. Everything's perfect.",1
"Yeah, she really starteds traffic. Totally worth it.",1
Exactly what they wanted — Mondays. This is fine.,1
"Fantastic, traffic is awesome today. As always.",1
I really enjoys coffee a lot.,0
She had a funny day with vacations.,0
That guy just love emails.,0
The driver really finisheds work a lot.,0
"Oh great, he prefer emails. What a surprise.",1
I dislike emails.,0
Exactly what the boss wanted — traffic. This is fine.,1
"Oh great, they lost emails. Totally worth it.",1
Our teacher thinks Mondays is weird.,0
That guy had a weird day with meetings.,0
Exactly what she wanted — emails. Totally worth it.,1
"Yeah, our teacher really admires Mondays. Just what I needed.",1
Exactly what i wanted — coffee. Can't wait for more.,1
Our teacher really losts vacations a lot.,0
Our teacher love the rain.,0
That guy really prefers traffic a lot.,0
The driver really losts Mondays a lot.,0
He just admire gym.,0
"Fantastic, the rain is terrible today. Everything's perfect.",1
"Oh great, our teacher love Mondays. This is fine.",1
She thinks traffic is useless.,0
"Yeah, he really loves the movie. That made my day.",1
"Oh great, that guy hate the rain. As always.",1
Exactly what we wanted — vacations. That made my day.,1
"Oh great, she finished the rain. Wow, incredible.",1
Exactly what we wanted — coffee. What a surprise.,1
The boss had a useless day with gym.,0
The boss really hates Mondays a lot.,0
Exactly what my friend wanted — emails. What a surprise.,1
That guy finished coffee.,0
Our teacher just prefer emails.,0
Our teacher really prefers vacations a lot.,0
The boss had a boring day with gym.,0
"Oh great, he prefer vacations. Just what I needed.",1
She thinks traffic is amazing.,0
"Oh great, he dislike Mondays. Wow, incredible.",1
The driver just dislike meetings.,0
"Yeah, the boss really hates meetings. As always.",1
The boss had a boring day with the movie.,0
I had a funny day with the rain.,0
That guy thinks work is amazing.,0
Exactly what my friend wanted — meetings. What a surprise.,1
"Exactly what we wanted — meetings. Wow, incredible.",1
The boss thinks vacations is boring.,0
"Fantastic, work is unexpected today. Can't wait for more.",1
"Oh great, that guy hate work. That made my day.",1
He had a amazing day with gym.,0
We love the movie.,0
"Oh great, she hate gym. That made my day.",1
She finished emails.,0
My friend thinks gym is useless.,0
We thinks work is weird.,0
"Perfect, meetings again. This is fine.",1
"Fantastic, the movie is amazing today. Everything's perfect.",1
He thinks the movie is unexpected.,0
They love meetings.,0
I thinks Mondays is amazing.,0
"Fantastic, the rain is awesome today. Everything's perfect.",1
I had a useless day with the rain.,0
"Fantastic, gym is awesome today. Totally worth it.",1
He just love meetings.,0
The driver had a great day with vacations.,0
"Fantastic, gym is painful today. What a surprise.",1
Exactly what my friend wanted — the rain. Everything's perfect.,1
That guy admire emails.,0
"Oh great, we miss Mondays. Can't wait for more.",1
He really starteds Mondays a lot.,0
"Yeah, my friend really dislikes work. What a surprise.",1
That guy thinks the rain is awesome.,0
They enjoy gym.,0
That guy had a boring day with traffic.,0
"Fantastic, Mondays is funny today. What a surprise.",1
"Oh great, they admire vacations. Wow, incredible.",1
We thinks Mondays is boring.,0
"Fantastic, Mondays is unexpected today. That made my day.",1
Exactly what the boss wanted — the rain. Lucky me.,1
The driver thinks vacations is useless.,0
The driver lost traffic.,0
That guy just finished meetings.,0
"Oh great, my friend started the rain. Can't wait for more.",1
The driver really prefers the movie a lot.,0
"Wow net is too slow.",1
"wow the net is so fast like tortoise.",1
"i love strucking in traffic",1
"wow My phone died yesterday.",1
"Oh sure, I just love when my computer crashes right before a deadline.",1
"Great, another meeting that could've been an email.",1
"Wow, I totally needed this traffic jam in my life.",1
"Oh, wonderful, the internet is down again.",1
"Yeah, because nothing says fun like doing taxes all night.",1
"I just adore when my coffee spills all over my laptop.",1
"Perfect, it started raining right after I washed my car.",1
"Sure, because Mondays are everyone’s favorite day.",1
"Oh joy, another ad before my video starts.",1
"I’m so thrilled to be ignored again.",1
"Lovely, I missed the bus and now I’m late.",1
"Oh fantastic, my phone battery died in the middle of an important call.",1
"Just what I needed, a flat tire on my way to work.",1
"Wonderful, someone ate the last slice of pizza.",1
"Perfect timing, the power went out while I was working.",1
"Oh great, my package got lost in the mail.",1
"Love it when my favorite show gets canceled.",1
"Yes, because spilled coffee on my notes is exactly what I wanted.",1
"Oh joy, another email from the boss at 11 PM.",1
"Fantastic, it’s snowing and I forgot my boots.",1
"Wonderful, my Wi-Fi decided to stop working mid-lecture.",1
"Just perfect, my printer ran out of ink now.",1
"Lovely, I stepped in gum right before a meeting.",1
"Oh great, my luggage got lost again.",1
"Perfect, my car won’t start on this rainy day.",1
"Oh wonderful, someone parked in my spot.",1
"Just what I needed, a broken air conditioner in this heat.",1
"Great, the line at the coffee shop is a mile long.",1
"Fantastic, I locked my keys inside my car.",1
"Oh joy, my favorite dessert is sold out.",1
"Perfect, a traffic light turned red just as I approached.",1
"Wonderful, my phone screen cracked again.",1
"Just great, my online order arrived damaged.",1
"Oh perfect, I forgot my wallet at home.",1
"Lovely, my train is delayed by an hour.",1
"Oh fantastic, my headphones stopped working mid-song.",1
"Perfect, the printer jammed on my only copy.",1
"Wonderful, my favorite café is closed today.",1
"Oh joy, another meeting that could've been an email.",1
"Lovely, spilled coffee on my white shirt.",1
"Oh great, it started raining during my walk.",1
"Perfect, someone ate the last piece of cake.",1
"Wonderful, I missed the bus again.",1
"Just fantastic, the website crashed before I finished payment.",1
"Oh joy, another Monday morning meeting.",1
"Lovely, my computer froze during an important presentation.",1
"Oh perfect, my pen ran out of ink mid-exam.",1
"Wonderful, my alarm didn’t go off today.",1
"Fantastic, I dropped my phone in water.",1
"Oh joy, my internet is painfully slow today.",1
i love boring mondays.,1
i love going to college on mondays.,1
i love alia.,0
"I had a great time with my friends today.",0
"The food at the new restaurant was delicious.",0
"I enjoyed watching the movie last night.",0
"It’s such a beautiful day outside.",0
"I love spending time with my family.",0
"The concert last night was amazing.",0
"I’m proud of myself for finishing my project.",0
"Had a relaxing weekend at home.",0
"I appreciate your help with the assignment.",0
"Looking forward to my vacation next week.",0
"My cat is so adorable when she sleeps.",0
"I love reading books on rainy days.",0
"Had a wonderful dinner with my parents.",0
"The sunset at the beach was breathtaking.",0
"My dog learned a new trick today.",0
"I’m enjoying my new hobby of painting.",0
"The flowers in the garden are blooming beautifully.",0
"I had a peaceful walk in the park today.",0
"I love listening to my favorite music.",0
"The coffee at the café was perfect.",0
"My friends surprised me with a birthday cake.",0
"I had a productive day at work.",0
"The movie exceeded my expectations.",0
"I enjoy spending time in nature.",0
"My project received positive feedback.",0
"The park was quiet and relaxing.",0
"I love spending weekends reading.",0
"My vacation was relaxing and fun.",0
"The cake I baked turned out perfect.",0
"I feel grateful for my supportive family.",0
"My phone camera takes amazing pictures.",0
"The sunset colors were stunning.",0
"I had a fun game night with friends.",0
"The new café has a cozy ambiance.",0
"My morning jog was refreshing.",0
"I enjoyed the music concert yesterday.",0
"My garden is full of colorful flowers.",0
"The lecture was very informative.",0
"I felt happy after completing my task.",0
"My breakfast was delicious today.",0
"I had a great workout session.",0
"The weather was perfect for a picnic.",0
"My colleague helped me solve a problem.",0
"I enjoyed the scenic drive.",0
"My new shoes are very comfortable.",0
"The book I read was very interesting.",0
"I had a relaxing evening at home.",0
"My favorite team won the match.",0
"I feel content with my progress today.",0
"wow the net is so fast like tortoise.",1
"i love strucking in traffic",1
